ID,Name,Role,Full Name,Image,DOB,Batting Style (s),Bowling Style (s),Batting Style (l),Bowling Style(l),Team ID,Playing Role
62760,DM de Silva,P,Dhananjaya de Silva,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319859.png",6-9-1991,rhb,ob,right-hand bat,right-arm offbreak,8.0,allrounder
70894,B Fernando,P,Binura Fernando,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329900/329936.png",12-7-1995,rhb,lmf,right-hand bat,left-arm medium-fast,8.0,bowler
78231,WIA Fernando,P,Avishka Fernando,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322951.png",5-4-1998,rhb,rmf,right-hand bat,right-arm medium-fast,8.0,opening batter
70580,C Karunaratne,P,Chamika Karunaratne,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329900/329937.png",29-5-1996,rhb,rmf,right-hand bat,right-arm medium-fast,8.0,bowling allrounder
78235,CBRLS Kumara,P,Lahiru Kumara,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322942.png",13-2-1997,lhb,rf,left-hand bat,right-arm fast,8.0,bowler
93033,P Nissanka,P,Pathum Nissanka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323070.png",18-5-1998,rhb,,right-hand bat,,8.0,top-order batter
56511,PBB Rajapaksa,WK,Bhanuka Rajapaksa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/340300/340306.png",24-10-1991,lhb,rm,left-hand bat,right-arm medium,8.0,top-order batter
101991,M Theekshana,P,Maheesh Theekshana,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/347800/347825.png",1-8-2000,rhb,ob,right-hand bat,right-arm offbreak,8.0,bowler
70405,N Pooran,VCK,Nicholas Pooran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320100/320109.png",2-10-1995,lhb,ob,left-hand bat,right-arm offbreak,4.0,wicketkeeper batter
59349,RL Chase,P,Roston Chase,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322039.png",22-3-1992,rhb,ob,right-hand bat,right-arm offbreak,4.0,allrounder
72393,SO Hetmyer,P,Shimron Hetmyer,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320100/320116.png",26-12-1996,lhb,,left-hand bat,,4.0,top-order batter
66259,AJ Hosein,P,Akeal Hosein,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321939.png",25-4-1993,lhb,sla,left-hand bat,slow left-arm orthodox,4.0,bowler
84225,O Thomas,P,Oshane Thomas,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322032.png",18-2-1997,lhb,rf,left-hand bat,right-arm fast,4.0,bowler
61941,HR Walsh,P,Hayden Walsh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322002.png",23-4-1992,lhb,lbg,left-hand bat,legbreak googly,4.0,bowler
72385,FA Allen,P,Fabian Allen,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321999.png",7-5-1995,rhb,sla,right-hand bat,slow left-arm orthodox,4.0,bowling allrounder
83915,OC McCoy,P,Obed McCoy,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322031.png",4-1-1997,lhb,lfm,left-hand bat,left-arm fast-medium,4.0,bowler
80247,Azmatullah Omarzai,P,Azmatullah Omarzai,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/375400/375447.png",24-3-2000,rhb,rmf,right-hand bat,right-arm medium-fast,40.0,allrounder
80259,Darwish Rasooli,P,Darwish Rasooli,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/375400/375448.png",12-12-1999,rhb,ob,right-hand bat,right-arm offbreak,40.0,top-order batter
90231,Fazalhaq Farooqi,P,Fazalhaq Farooqi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/345000/345077.png",22-9-2000,rhb,lfm,right-hand bat,left-arm fast-medium,40.0,bowler
84865,Ibrahim Zadran,P,Ibrahim Zadran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321300/321311.png",12-12-2001,rhb,rmf,right-hand bat,right-arm medium-fast,40.0,opening batter
104685,Mohammad Saleem,P,Mohammad Saleem,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/375400/375449.png",9-9-2002,rhb,rf,right-hand bat,right-arm fast,40.0,bowler
84117,Qais Ahmad,P,Qais Ahmad,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321300/321329.png",15-8-2000,rhb,lb,right-hand bat,legbreak,40.0,bowler
83439,TH David,P,Tim David,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/340300/340305.png",16-3-1996,rhb,ob,right-hand bat,right-arm offbreak,2.0,middle-order batter
96335,C Green,P,Cameron Green,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321569.png",3-6-1999,rhb,rfm,right-hand bat,right-arm fast-medium,2.0,batting allrounder
86321,Ebadot Hossain,P,Ebadot Hossain,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/345000/345078.png",7-1-1994,rhb,rfm,right-hand bat,right-arm fast-medium,25.0,bowler
85693,Hasan Mahmud,P,Hasan Mahmud,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323172.png",12-10-1999,rhb,rfm,right-hand bat,right-arm fast-medium,25.0,bowler
70877,Mehidy Hasan Miraz,P,Mehidy Hasan Miraz,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319728.png",25-10-1997,rhb,ob,right-hand bat,right-arm offbreak,25.0,allrounder
67276,Mosaddek Hossain,P,Mosaddek Hossain,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319733.png",10-12-1995,rhb,ob,right-hand bat,right-arm offbreak,25.0,middle-order batter
70872,Najmul Hossain Shanto,P,Najmul Hossain Shanto,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323155.png",25-8-1998,lhb,ob,left-hand bat,right-arm offbreak,25.0,top-order batter
70873,Yasir Ali,P,Yasir Ali,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/179500/179555.1.jpg",3-6-1996,rhb,ob,right-hand bat,right-arm offbreak,25.0,middle-order batter
84027,HC Brook,P,Harry Brook,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/324200/324246.png",22-2-1999,rhb,rm,right-hand bat,right-arm medium,1.0,batter
72363,PD Salt,P,Phil Salt,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/324200/324245.png",28-8-1996,rhb,ob,right-hand bat,right-arm offbreak,1.0,wicketkeeper batter
101430,Arshdeep Singh,P,Arshdeep Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322178.png",5-2-1999,lhb,lmf,left-hand bat,left-arm medium-fast,6.0,bowler
61325,YS Chahal,P,Yuzvendra Chahal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319955.png",23-7-1990,rhb,lbg,right-hand bat,legbreak googly,6.0,bowler
64479,DJ Hooda,P,Deepak Hooda,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/345000/345083.png",19-4-1995,rhb,ob,right-hand bat,right-arm offbreak,6.0,allrounder
59260,HV Patel,P,Harshal Patel,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/381300/381372.png",23-11-1990,rhb,rm,right-hand bat,right-arm medium,6.0,bowler
67455,AR Patel,P,Axar Patel,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331164.png",20-1-1994,lhb,sla,left-hand bat,slow left-arm orthodox,6.0,bowling allrounder
89739,ST Doheny,P,Stephen Doheny,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348600/348601.png",20-8-1998,rhb,,right-hand bat,,29.0,opening batter
97424,F Hand,P,Fionn Hand,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348600/348603.png",1-7-1998,rhb,rm,right-hand bat,right-arm medium,29.0,bowling allrounder
58407,GI Hume,P,Graham Hume,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/112600/112615.1.jpg",23-11-1990,lhb,rfm,left-hand bat,right-arm fast-medium,29.0,bowler
56835,BJ McCarthy,P,Barry McCarthy,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319870.png",13-9-1992,rhb,rfm,right-hand bat,right-arm fast-medium,29.0,bowler
108082,C Olphert,P,Conor Olphert,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348600/348602.png",28-12-1995,rhb,rm,right-hand bat,right-arm medium,29.0,bowler
104954,D la Cock,P,Divan la Cock,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/350300/350303.png",23-2-2003,rhb,lb,right-hand bat,legbreak,28.0,opening batter
80829,L Louwrens,P,Lo-handre Louwrens,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/350300/350304.png",24-4-1999,rhb,,right-hand bat,,28.0,wicketkeeper batter
65868,T Lungameni,P,Tangeni Lungameni,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/350300/350306.png",17-4-1992,rhb,lm,right-hand bat,left-arm medium,28.0,bowler
101586,AT Nidamanuru,P,Teja Nidamanuru,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/368000/368040.png",22-8-1994,rhb,ob,right-hand bat,right-arm offbreak,15.0,allrounder
105883,TJG Pringle,P,Tim Pringle,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",29-8-2002,rhb,sla,right-hand bat,slow left-arm orthodox,15.0,allrounder
110224,Shariz Ahmad,P,Shariz Ahmad,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/368000/368045.png",21-4-2003,lhb,lbg,left-hand bat,legbreak googly,15.0,bowler
102987,Vikramjit Singh,P,Vikramjit Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/368000/368038.png",9-1-2003,lhb,rm,left-hand bat,right-arm medium,15.0,opening batter
89097,FH Allen,P,Finn Allen,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321220.png",22-4-1999,rhb,,right-hand bat,,5.0,top-order batter
54369,MG Bracewell,P,Michael Bracewell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/346200/346245.png",14-2-1991,lhb,ob,left-hand bat,right-arm offbreak,5.0,batting allrounder
75215,Khushdil Shah,P,Khushdil Shah,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322168.png",7-2-1995,lhb,sla,left-hand bat,slow left-arm orthodox,7.0,middle-order batter
106787,Mohammad Haris,P,Mohammad Haris,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",30-3-2001,rhb,ob,right-hand bat,right-arm offbreak,7.0,wicketkeeper batter
103402,Mohammad Hasnain,P,Mohammad Hasnain,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322216.png",5-4-2000,rhb,rf,right-hand bat,right-arm fast,7.0,bowler
103399,Naseem Shah,P,Naseem Shah,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322223.png",15-2-2003,rhb,rf,right-hand bat,right-arm fast,7.0,bowler
49236,Shan Masood,P,Shan Masood,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322251.png",14-10-1989,lhb,rmf,left-hand bat,right-arm medium-fast,7.0,opening batter
88557,B McMullen,P,Brandon McMullen,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",18-10-1999,rhb,rm,right-hand bat,right-arm medium,30.0,batting allrounder
72419,CB Sole,P,Chris Sole,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322400/322438.png",27-2-1994,rhb,rfm,right-hand bat,right-arm fast-medium,30.0,bowler
69697,T Stubbs,P,Tristan Stubbs,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348500/348577.png",14-8-2000,rhb,ob,right-hand bat,right-arm offbreak,3.0,batter
89075,KNA Bandara,P,Ashen Bandara,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323079.png",23-11-1998,rhb,lb,right-hand bat,legbreak,8.0,middle-order batter
78275,AM Fernando,P,Asitha Fernando,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323125.png",31-7-1997,rhb,rmf,right-hand bat,right-arm medium-fast,8.0,bowler
70888,BKG Mendis,P,Kusal Mendis,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319866.png",2-2-1995,rhb,lb,right-hand bat,legbreak,8.0,wicketkeeper batter
64698,CAK Rajitha,P,Kasun Rajitha,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322957.png",1-6-1993,rhb,rmf,right-hand bat,right-arm medium-fast,8.0,bowler
56646,MD Gunathilaka,P,Danushka Gunathilaka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319857.png",17-3-1991,lhb,ob,left-hand bat,right-arm offbreak,8.0,allrounder
79067,D Madushanka,P,Dilshan Madushanka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348600/348600.png",18-9-2000,rhb,lfm,right-hand bat,left-arm fast-medium,8.0,bowler
63447,CP Rizwan,C,CP Rizwan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320320.png",19-4-1988,rhb,lbg,right-hand bat,legbreak googly,27.0,middle-order batter
104989,V Aravind,VC,Vriitya Aravind,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/354900/354964.png",11-6-2002,rhb,,right-hand bat,,27.0,wicketkeeper batter
108302,Aayan Afzal Khan,P,Aayan Afzal Khan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/354900/354956.png",15-11-2005,rhb,sla,right-hand bat,slow left-arm orthodox,27.0,bowling allrounder
95021,Aryan Lakra,P,Aryan Lakra,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/354900/354957.png",13-12-2001,lhb,sla,left-hand bat,slow left-arm orthodox,27.0,bowler
106969,Basil Hameed,P,Basil Hameed,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/354900/354958.png",15-4-1992,rhb,ob,right-hand bat,right-arm offbreak,27.0,middle-order batter
66416,Chirag Suri,P,Chirag Suri,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320000/320095.png",18-2-1995,rhb,"ob,lbg",right-hand bat,"right-arm offbreak,legbreak googly",27.0,opening batter
101438,Fahad Nawaz,P,Fahad Nawaz,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/354900/354959.png",15-1-2000,rhb,sla,right-hand bat,slow left-arm orthodox,27.0,allrounder
106639,Junaid Siddique,P,Junaid Siddique,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/354900/354960.png",6-12-1992,rhb,rmf,right-hand bat,right-arm medium-fast,27.0,bowler
49011,Kashif Daud,P,Kashif Daud,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/351500/351562.png",10-2-1986,rhb,rmf,right-hand bat,right-arm medium-fast,27.0,bowling allrounder
95019,KP Meiyappan,P,Karthik Meiyappan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/351500/351563.png",8-10-2000,rhb,lb,right-hand bat,legbreak,27.0,bowler
108314,Muhammad Waseem,P,Muhammad Waseem,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/354900/354962.png",12-2-1994,rhb,rm,right-hand bat,right-arm medium,27.0,opening batter
112929,Sabir Ali,P,Sabir Ali,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/351800/351851.png",11-7-1991,rhb,lfm,right-hand bat,left-arm fast-medium,27.0,bowler
103780,A Sharafu,P,Alishan Sharafu,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/351800/351852.png",10-1-2003,rhb,rm,right-hand bat,right-arm medium,27.0,opening batter
58886,Zahoor Khan,P,Zahoor Khan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320100/320104.png",25-5-1989,rhb,rmf,right-hand bat,right-arm medium-fast,27.0,bowler
106148,Zawar Farid,P,Zawar Farid,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/354900/354966.png",25-7-1992,rhb,rm,right-hand bat,right-arm medium,,bowler
80425,R Powell,VC,Rovman Powell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322172.png",23-7-1993,rhb,rmf,right-hand bat,right-arm medium-fast,4.0,middle-order batter
49036,SSJ Brooks,P,Shamarh Brooks,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322048.png",1-10-1988,rhb,lb,right-hand bat,legbreak,4.0,top-order batter
61414,Y Cariah,P,Yannic Cariah,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/351800/351855.png",22-6-1992,lhb,lb,left-hand bat,legbreak,4.0,bowler
72397,AS Joseph,P,Alzarri Joseph,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321943.png",20-11-1996,rhb,rf,right-hand bat,right-arm fast,4.0,bowler
72399,BA King,P,Brandon King,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321983.png",16-12-1994,rhb,,right-hand bat,,4.0,top-order batter
56832,KR Mayers,P,Kyle Mayers,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322024.png",8-9-1992,lhb,rm,left-hand bat,right-arm medium,4.0,batting allrounder
62139,RA Reifer,P,Raymon Reifer,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322036.png",11-5-1991,lhb,lmf,left-hand bat,left-arm medium-fast,4.0,allrounder
80451,OF Smith,P,Odean Smith,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/351800/351853.png",1-11-1996,rhb,rfm,right-hand bat,right-arm fast-medium,4.0,bowling allrounder
64447,RP Burl,P,Ryan Burl,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321400/321488.png",15-4-1994,lhb,lb,left-hand bat,legbreak,9.0,allrounder
51554,RW Chakabva,WK,Regis Chakabva,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316627.png",20-9-1987,rhb,ob,right-hand bat,right-arm offbreak,9.0,wicketkeeper batter
73599,B Evans,P,Brad Evans,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348500/348596.png",24-3-1997,rhb,rf,right-hand bat,right-arm fast,9.0,allrounder
93909,C Madande,P,Clive Madande,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348500/348595.png",12-4-2000,rhb,,right-hand bat,,9.0,wicketkeeper batter
87157,W Madhevere,P,Wessly Madhevere,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/326500/326552.png",4-9-2000,rhb,ob,right-hand bat,right-arm offbreak,9.0,allrounder
101292,T Munyonga,P,Tony Munyonga,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348500/348594.png",31-1-1999,rhb,ob,right-hand bat,right-arm offbreak,9.0,allrounder
80845,B Muzarabani,P,Blessing Muzarabani,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321400/321471.png",2-10-1996,rhb,rfm,right-hand bat,right-arm fast-medium,9.0,bowler
79665,R Ngarava,P,Richard Ngarava,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348500/348597.png",29-12-1997,lhb,lfm,left-hand bat,left-arm fast-medium,9.0,bowler
88829,M Shumba,P,Milton Shumba,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/354000/354052.1.png",19-10-2000,lhb,sla,left-hand bat,slow left-arm orthodox,9.0,top-order batter
96228,Mohammad Ishaq,WK,Mohammad Ishaq,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/341000/341064.4.jpg",1-2-2005,rhb,,right-hand bat,,40.0,wicketkeeper batter
106332,Nangeyalia Kharote,P,Nangeyalia Kharote,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/341000/341065.4.jpg",25-4-2004,lhb,sla,left-hand bat,slow left-arm orthodox,40.0,allrounder
105215,Noor Ahmad,P,Noor Ahmad,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/372500/372590.1.png",3-1-2005,rhb,lws,right-hand bat,left-arm wrist-spin,40.0,bowler
66190,TM Head,P,Travis Head,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321584.png",29-12-1993,lhb,ob,left-hand bat,right-arm offbreak,2.0,top-order batter
80669,Jaker Ali,P,Jaker Ali,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/349300/349343.png",22-2-1998,rhb,,right-hand bat,,25.0,batter
102030,Rishad Hossain,P,Rishad Hossain,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/380200/380235.png",15-7-2002,rhb,lbg,right-hand bat,legbreak googly,25.0,bowler
86627,Tanvir Islam,P,Tanvir Islam,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/269600/269672.1.jpg",25-10-1996,lhb,sla,left-hand bat,slow left-arm orthodox,25.0,bowler
91219,Tanzid Hasan,P,Tanzid Hasan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/368000/368062.1.png",1-12-2000,lhb,,left-hand bat,,25.0,opening batter
102028,Tanzim Hasan Sakib,P,Tanzim Hasan Sakib,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/380200/380238.png",20-10-2002,rhb,rm,right-hand bat,right-arm medium,25.0,bowler
91227,Towhid Hridoy,P,Towhid Hridoy,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/380200/380236.png",4-12-2000,rhb,ob,right-hand bat,right-arm offbreak,25.0,top-order batter
57366,Saad Bin Zafar,C,Saad Bin Zafar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321289.png",10-11-1986,lhb,sla,left-hand bat,slow left-arm orthodox,17.0,allrounder
108046,DS Bajwa,P,Dilpreet Bajwa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",1-4-2001,rhb,ob,right-hand bat,right-arm offbreak,17.0,allrounder
80083,NS Dhaliwal,P,Navneet Dhaliwal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321280.png",10-10-1988,rhb,rmf,right-hand bat,right-arm medium-fast,17.0,middle-order batter
56872,N Dutta,P,Nikhil Dutta,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321281.png",13-10-1994,rhb,ob,right-hand bat,right-arm offbreak,17.0,bowler
51014,JOA Gordon,P,Jeremy Gordon,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321273.png",20-1-1987,rhb,rfm,right-hand bat,right-arm fast-medium,17.0,bowler
